id;kategorie;unterkategorie;pruefungsbezug;aufgabentyp;frage;antwort;erklaerung;bilddatei;quelle;quellen_url
PRAXIS-0057;Zeichen auf See;Sonderzeichen;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Sonderzeichen: Gelbes Zeichen mit gelbem liegendem Kreuz: kennzeichnet ein besonderes Gebiet oder Objekt.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0057_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0058;Lichter an Seefahrzeugen;Maschinenfahrzeug unter 50 m, von vorn;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;Maschinenfahrzeug unter 50 m, von vorn: Ein weißes Topplicht, rote und grüne Seitenlichter.;"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0058_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0059;Lichter an Seefahrzeugen;Maschinenfahrzeug ab 50 m, von vorn;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;"Maschinenfahrzeug ab 50 m, von vorn: Zwei weiße Topplichter, das hintere höher; rote und grüne Seitenlichter.";"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0059_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0060;Lichter an Seefahrzeugen;Maschinenfahrzeug, von achtern;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;Maschinenfahrzeug, von achtern: Ein weißes Hecklicht.;"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0060_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0061;Lichter an Seefahrzeugen;Segelfahrzeug in Fahrt;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;"Segelfahrzeug in Fahrt: Rotes und grünes Seitenlicht sowie weißes Hecklicht; von vorn sind rot und grün sichtbar.";"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0061_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0062;Lichter an Seefahrzeugen;Segelfahrzeug mit freiwilligen Rundumlichtern;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;Segelfahrzeug mit freiwilligen Rundumlichtern: Rot über Grün zusätzlich zu den vorgeschriebenen Seiten- und Hecklichtern.;"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0062_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0063;Lichter an Seefahrzeugen;Schleppendes Fahrzeug, Schleppzug bis 200 m;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;Schleppendes Fahrzeug, Schleppzug bis 200 m: Zwei weiße Topplichter senkrecht, Seitenlichter, Hecklicht und gelbes Schlepplicht über dem Hecklicht.;"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0063_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0064;Lichter an Seefahrzeugen;Schleppendes Fahrzeug, Schleppzug über 200 m;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;"Schleppendes Fahrzeug, Schleppzug über 200 m: Drei weiße Topplichter senkrecht; zusätzlich Rhombus am Tag.";"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0064_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0065;Lichter an Seefahrzeugen;Manövrierunfähiges Fahrzeug;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;"Manövrierunfähiges Fahrzeug: Zwei rote Rundumlichter senkrecht; bei Fahrt durchs Wasser zusätzlich Fahrtlichter.";"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0065_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0066;Lichter an Seefahrzeugen;Manövrierbehindertes Fahrzeug;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;"Manövrierbehindertes Fahrzeug: Rot-Weiß-Rot senkrecht; bei Fahrt durchs Wasser zusätzlich Fahrtlichter.";"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0066_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0067;Lichter an Seefahrzeugen;Tiefgangbehindertes Fahrzeug;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;"Tiefgangbehindertes Fahrzeug: Drei rote Rundumlichter senkrecht; Fahrtlichter zusätzlich.";"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0067_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0068;Lichter an Seefahrzeugen;Fischendes Fahrzeug, nicht trawlend;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;"Fischendes Fahrzeug, nicht trawlend: Rot über Weiß; bei Fahrt durchs Wasser zusätzlich Fahrtlichter.";"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0068_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0069;Lichter an Seefahrzeugen;Trawler;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;"Trawler: Grün über Weiß; bei Fahrt durchs Wasser zusätzlich Fahrtlichter.";"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0069_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0070;Lichter an Seefahrzeugen;Lotsenfahrzeug im Lotsdienst;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;"Lotsenfahrzeug im Lotsdienst: Weiß über Rot; bei Fahrt zusätzlich Seiten- und Hecklichter.";"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0070_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0071;Lichter an Seefahrzeugen;Fahrzeug vor Anker unter 50 m;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;Fahrzeug vor Anker unter 50 m: Ein weißes Rundumlicht.;"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0071_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0072;Lichter an Seefahrzeugen;Fahrzeug vor Anker ab 50 m;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;Fahrzeug vor Anker ab 50 m: Vorn weißes Rundumlicht höher, achtern weißes Rundumlicht niedriger.;"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0072_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0073;Lichter an Seefahrzeugen;Fahrzeug auf Grund;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;Fahrzeug auf Grund: Ankerlichter plus zwei rote Rundumlichter senkrecht.;"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0073_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0074;Lichter an Seefahrzeugen;Bagger mit freier Durchfahrt an einer Seite;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;"Bagger mit freier Durchfahrt an einer Seite: Rot-Weiß-Rot für manövrierbehindert; zwei grüne Rundumlichter an der passierbaren Seite.";"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0074_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0075;Lichter an Seefahrzeugen;Bagger mit gesperrter Seite;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;"Bagger mit gesperrter Seite: Rot-Weiß-Rot; zwei rote Rundumlichter an der gesperrten Seite.";"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0075_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0076;Lichter an Seefahrzeugen;Minenräumfahrzeug;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;Minenräumfahrzeug: Drei grüne Rundumlichter: eines nahe Masttopp, je eines an den Rahnocken.;"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0076_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0077;Lichter an Seefahrzeugen;Schubverband als zusammengesetzte Einheit;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;Schubverband als zusammengesetzte Einheit: Wird wie ein Maschinenfahrzeug behandelt.;"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0077_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0078;Lichter an Seefahrzeugen;Tagzeichen manövrierunfähig;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;Tagzeichen manövrierunfähig: Zwei schwarze Bälle senkrecht.;"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0078_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0079;Lichter an Seefahrzeugen;Tagzeichen manövrierbehindert;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;Tagzeichen manövrierbehindert: Ball-Rhombus-Ball senkrecht.;"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0079_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0080;Lichter an Seefahrzeugen;Tagzeichen tiefgangbehindert;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;Tagzeichen tiefgangbehindert: Schwarzer Zylinder.;"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0080_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0081;Lichter an Seefahrzeugen;Tagzeichen vor Anker;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;Tagzeichen vor Anker: Ein schwarzer Ball.;"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0081_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0082;Lichter an Seefahrzeugen;Tagzeichen auf Grund;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;Tagzeichen auf Grund: Drei schwarze Bälle senkrecht.;"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0082_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0083;Lichter an Seefahrzeugen;Tagzeichen Schleppzug über 200 m;Ergänzendes Erkennungstraining;Bildfrage;Welches Fahrzeug beziehungsweise Tagzeichen ist dargestellt?;Tagzeichen Schleppzug über 200 m: Ein schwarzer Rhombus.;"Darstellung aus der Blickrichtung der Lernkarte; in der Praxis hängt die Sichtbarkeit einzelner Lichter vom Blickwinkel ab.";bilder/praxis-0083_lichter_an_seefahrzeugen.png;KVR Regeln 20 bis 30;https://www.gesetze-im-internet.de/seestro_1972/regel_20.html
PRAXIS-0084;Feuerarten auf Seekarten;Festfeuer;Ergänzendes Navigationstraining;Bildfrage;Erkläre die dargestellte Feuerkennung und ihr zeitliches Verhalten.;F / F.: Festfeuer. Das Licht leuchtet ununterbrochen.;Die Lernskizze zeigt das zeitliche Prinzip, nicht die maßstäbliche Dauer einer konkreten Anlage.;bilder/praxis-0084_feuerarten_auf_seekarten.png;SeeSchStrO Anlage I, Vorbemerkung Feuer;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0085;Feuerarten auf Seekarten;Unterbrochenes Feuer;Ergänzendes Navigationstraining;Bildfrage;Erkläre die dargestellte Feuerkennung und ihr zeitliches Verhalten.;Oc / Ubr.: Unterbrochenes Feuer. Die Lichtdauer ist länger als die Dunkelphase.;Die Lernskizze zeigt das zeitliche Prinzip, nicht die maßstäbliche Dauer einer konkreten Anlage.;bilder/praxis-0085_feuerarten_auf_seekarten.png;SeeSchStrO Anlage I, Vorbemerkung Feuer;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0086;Feuerarten auf Seekarten;Gleichtaktfeuer;Ergänzendes Navigationstraining;Bildfrage;Erkläre die dargestellte Feuerkennung und ihr zeitliches Verhalten.;Iso / Glt.: Gleichtaktfeuer. Licht- und Dunkelphase sind gleich lang.;Die Lernskizze zeigt das zeitliche Prinzip, nicht die maßstäbliche Dauer einer konkreten Anlage.;bilder/praxis-0086_feuerarten_auf_seekarten.png;SeeSchStrO Anlage I, Vorbemerkung Feuer;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0087;Feuerarten auf Seekarten;Blitzfeuer;Ergänzendes Navigationstraining;Bildfrage;Erkläre die dargestellte Feuerkennung und ihr zeitliches Verhalten.;Fl / Blz.: Blitzfeuer. Kurzer Lichtschein, längere Dunkelphase.;Die Lernskizze zeigt das zeitliche Prinzip, nicht die maßstäbliche Dauer einer konkreten Anlage.;bilder/praxis-0087_feuerarten_auf_seekarten.png;SeeSchStrO Anlage I, Vorbemerkung Feuer;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0088;Feuerarten auf Seekarten;Blinkfeuer;Ergänzendes Navigationstraining;Bildfrage;Erkläre die dargestellte Feuerkennung und ihr zeitliches Verhalten.;LFl / Blk.: Blinkfeuer. Lichterscheinung länger als zwei Sekunden, danach Dunkelphase.;Die Lernskizze zeigt das zeitliche Prinzip, nicht die maßstäbliche Dauer einer konkreten Anlage.;bilder/praxis-0088_feuerarten_auf_seekarten.png;SeeSchStrO Anlage I, Vorbemerkung Feuer;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0089;Feuerarten auf Seekarten;Funkelfeuer;Ergänzendes Navigationstraining;Bildfrage;Erkläre die dargestellte Feuerkennung und ihr zeitliches Verhalten.;Q / Fkl.: Funkelfeuer. Etwa 60 Lichterscheinungen pro Minute.;Die Lernskizze zeigt das zeitliche Prinzip, nicht die maßstäbliche Dauer einer konkreten Anlage.;bilder/praxis-0089_feuerarten_auf_seekarten.png;SeeSchStrO Anlage I, Vorbemerkung Feuer;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0090;Feuerarten auf Seekarten;Schnelles Funkelfeuer;Ergänzendes Navigationstraining;Bildfrage;Erkläre die dargestellte Feuerkennung und ihr zeitliches Verhalten.;VQ / SFkl.: Schnelles Funkelfeuer. Etwa 100 bis 120 Lichterscheinungen pro Minute.;Die Lernskizze zeigt das zeitliche Prinzip, nicht die maßstäbliche Dauer einer konkreten Anlage.;bilder/praxis-0090_feuerarten_auf_seekarten.png;SeeSchStrO Anlage I, Vorbemerkung Feuer;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0091;Feuerarten auf Seekarten;Gruppenblitzfeuer mit zwei Blitzen;Ergänzendes Navigationstraining;Bildfrage;Erkläre die dargestellte Feuerkennung und ihr zeitliches Verhalten.;Fl(2): Gruppenblitzfeuer mit zwei Blitzen. Zwei Blitze bilden eine regelmäßig wiederkehrende Gruppe.;Die Lernskizze zeigt das zeitliche Prinzip, nicht die maßstäbliche Dauer einer konkreten Anlage.;bilder/praxis-0091_feuerarten_auf_seekarten.png;SeeSchStrO Anlage I, Vorbemerkung Feuer;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0092;Feuerarten auf Seekarten;Gruppenblitzfeuer mit drei Blitzen;Ergänzendes Navigationstraining;Bildfrage;Erkläre die dargestellte Feuerkennung und ihr zeitliches Verhalten.;Fl(3): Gruppenblitzfeuer mit drei Blitzen. Drei Blitze bilden eine regelmäßig wiederkehrende Gruppe.;Die Lernskizze zeigt das zeitliche Prinzip, nicht die maßstäbliche Dauer einer konkreten Anlage.;bilder/praxis-0092_feuerarten_auf_seekarten.png;SeeSchStrO Anlage I, Vorbemerkung Feuer;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0093;Feuerarten auf Seekarten;Zusammengesetztes Gruppenblitzfeuer;Ergänzendes Navigationstraining;Bildfrage;Erkläre die dargestellte Feuerkennung und ihr zeitliches Verhalten.;"Fl(2+1): Zusammengesetztes Gruppenblitzfeuer. Zwei Blitze, Pause, ein Blitz; die Folge wiederholt sich.";Die Lernskizze zeigt das zeitliche Prinzip, nicht die maßstäbliche Dauer einer konkreten Anlage.;bilder/praxis-0093_feuerarten_auf_seekarten.png;SeeSchStrO Anlage I, Vorbemerkung Feuer;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0094;Feuerarten auf Seekarten;Gruppen-Unterbrechungsfeuer;Ergänzendes Navigationstraining;Bildfrage;Erkläre die dargestellte Feuerkennung und ihr zeitliches Verhalten.;Oc(2): Gruppen-Unterbrechungsfeuer. Zwei Verdunkelungen bilden eine Gruppe.;Die Lernskizze zeigt das zeitliche Prinzip, nicht die maßstäbliche Dauer einer konkreten Anlage.;bilder/praxis-0094_feuerarten_auf_seekarten.png;SeeSchStrO Anlage I, Vorbemerkung Feuer;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0095;Feuerarten auf Seekarten;Morsefeuer A;Ergänzendes Navigationstraining;Bildfrage;Erkläre die dargestellte Feuerkennung und ihr zeitliches Verhalten.;Mo(A): Morsefeuer A. Kurzer Lichtschein gefolgt von einem langen Lichtschein.;Die Lernskizze zeigt das zeitliche Prinzip, nicht die maßstäbliche Dauer einer konkreten Anlage.;bilder/praxis-0095_feuerarten_auf_seekarten.png;SeeSchStrO Anlage I, Vorbemerkung Feuer;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0096;Feuerarten auf Seekarten;Wechselfeuer weiß/rot;Ergänzendes Navigationstraining;Bildfrage;Erkläre die dargestellte Feuerkennung und ihr zeitliches Verhalten.;Al.W.R.: Wechselfeuer weiß/rot. Die Lichtfarben wechseln in der angegebenen Reihenfolge.;Die Lernskizze zeigt das zeitliche Prinzip, nicht die maßstäbliche Dauer einer konkreten Anlage.;bilder/praxis-0096_feuerarten_auf_seekarten.png;SeeSchStrO Anlage I, Vorbemerkung Feuer;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0097;Feuerarten auf Seekarten;Weißes Blitzfeuer mit zehn Sekunden Wiederkehr;Ergänzendes Navigationstraining;Bildfrage;Erkläre die dargestellte Feuerkennung und ihr zeitliches Verhalten.;Fl.W.10s: Weißes Blitzfeuer mit zehn Sekunden Wiederkehr. Kennung, Farbe und Wiederkehr werden gemeinsam gelesen.;Die Lernskizze zeigt das zeitliche Prinzip, nicht die maßstäbliche Dauer einer konkreten Anlage.;bilder/praxis-0097_feuerarten_auf_seekarten.png;SeeSchStrO Anlage I, Vorbemerkung Feuer;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0098;Feuerarten auf Seekarten;Gruppenblitzfeuer mit Sektoren;Ergänzendes Navigationstraining;Bildfrage;Erkläre die dargestellte Feuerkennung und ihr zeitliches Verhalten.;"Fl(3)WRG.15s: Gruppenblitzfeuer mit Sektoren. Drei Blitze; Farbe hängt vom sichtbaren Sektor ab; Wiederkehr 15 Sekunden.";Die Lernskizze zeigt das zeitliche Prinzip, nicht die maßstäbliche Dauer einer konkreten Anlage.;bilder/praxis-0098_feuerarten_auf_seekarten.png;SeeSchStrO Anlage I, Vorbemerkung Feuer;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0099;Sicherheit und Crew;Rettungsweste vor Fahrtbeginn;Ergänzendes Praxistraining;Situationsfrage;Welche sichere Vorgehensweise gilt bei „Rettungsweste vor Fahrtbeginn“?;Passende Größe, unbeschädigter Zustand, geschlossene Verschlüsse und korrekt eingestellte Gurte prüfen.;Diese Karte ergänzt den amtlichen Manöverkatalog um praktische Sicherheitsgrundsätze.;bilder/praxis-0099_sicherheit_und_crew.png;SpFV Anlage 4 und gute Seemannschaft;https://www.gesetze-im-internet.de/spfv/anlage_4.html
PRAXIS-0100;Sicherheit und Crew;Schrittgurt;Ergänzendes Praxistraining;Situationsfrage;Welche sichere Vorgehensweise gilt bei „Schrittgurt“?;Der Schrittgurt verhindert, dass die Rettungsweste beim Eintauchen über den Kopf rutscht.;Diese Karte ergänzt den amtlichen Manöverkatalog um praktische Sicherheitsgrundsätze.;bilder/praxis-0100_sicherheit_und_crew.png;SpFV Anlage 4 und gute Seemannschaft;https://www.gesetze-im-internet.de/spfv/anlage_4.html
PRAXIS-0101;Sicherheit und Crew;Quickstop/Notstopp;Ergänzendes Praxistraining;Situationsfrage;Welche sichere Vorgehensweise gilt bei „Quickstop/Notstopp“?;Bei offenen Motorbooten den Quickstop bestimmungsgemäß am Rudergänger befestigen.;Diese Karte ergänzt den amtlichen Manöverkatalog um praktische Sicherheitsgrundsätze.;bilder/praxis-0101_sicherheit_und_crew.png;SpFV Anlage 4 und gute Seemannschaft;https://www.gesetze-im-internet.de/spfv/anlage_4.html
PRAXIS-0102;Sicherheit und Crew;Propellergefahr;Ergänzendes Praxistraining;Situationsfrage;Welche sichere Vorgehensweise gilt bei „Propellergefahr“?;Vor der Personenaufnahme Antrieb so sichern, dass keine Verletzungsgefahr durch den Propeller besteht.;Diese Karte ergänzt den amtlichen Manöverkatalog um praktische Sicherheitsgrundsätze.;bilder/praxis-0102_sicherheit_und_crew.png;SpFV Anlage 4 und gute Seemannschaft;https://www.gesetze-im-internet.de/spfv/anlage_4.html
PRAXIS-0103;Sicherheit und Crew;Crew-Einweisung;Ergänzendes Praxistraining;Situationsfrage;Welche sichere Vorgehensweise gilt bei „Crew-Einweisung“?;Vor der Fahrt Rettungsmittel, Notstopp, Feuerlöscher, Leinen, Ausguck und Verhalten im Notfall erklären.;Diese Karte ergänzt den amtlichen Manöverkatalog um praktische Sicherheitsgrundsätze.;bilder/praxis-0103_sicherheit_und_crew.png;SpFV Anlage 4 und gute Seemannschaft;https://www.gesetze-im-internet.de/spfv/anlage_4.html
PRAXIS-0104;Sicherheit und Crew;Fender und Leinen;Ergänzendes Praxistraining;Situationsfrage;Welche sichere Vorgehensweise gilt bei „Fender und Leinen“?;Vor dem Manöver auf der richtigen Seite vorbereiten, Leinen klar führen und Hände/Füße nicht als Fender einsetzen.;Diese Karte ergänzt den amtlichen Manöverkatalog um praktische Sicherheitsgrundsätze.;bilder/praxis-0104_sicherheit_und_crew.png;SpFV Anlage 4 und gute Seemannschaft;https://www.gesetze-im-internet.de/spfv/anlage_4.html
PRAXIS-0105;Sicherheit und Crew;Wind und Strom;Ergänzendes Praxistraining;Situationsfrage;Welche sichere Vorgehensweise gilt bei „Wind und Strom“?;Vor jedem Hafenmanöver Richtung und Stärke beurteilen und den Manöverplan daran anpassen.;Diese Karte ergänzt den amtlichen Manöverkatalog um praktische Sicherheitsgrundsätze.;bilder/praxis-0105_sicherheit_und_crew.png;SpFV Anlage 4 und gute Seemannschaft;https://www.gesetze-im-internet.de/spfv/anlage_4.html
